patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
8fddbebc-f7ff-48d4-b509-f08a2c988bca,Kim Thế Mai,809833308356,04/10/1957,0923799359,john97@example.com,"0 Khoa Bùi, 881549",Khỏe mạnh,11.82,Lâm Đặng,09/05/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Vân Lê,975253480125,18/12/1967,0934278689,lejane@example.com,"0 Tùng Hải Trần, 617033",Huyết áp cao,8.45,Thành Hữu Trần,19/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Châu Nguyễn,183875680015,13/09/1993,0922991726,bbui@example.net,"526 Bác Khoa Lê, 132498",Tiểu đường,6.34,Hải Xuân Hoàng,27/04/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Anh Vũ,149377465414,26/01/1988,0924774888,tvu@example.net,"050 Quý cô Ánh Bùi, 126985",Huyết áp cao,5.33,Chị Dương Vũ,08/05/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Hạnh Lê,730485995880,05/01/1942,0964854474,john27@example.com,"477 Hưng Thị Trần
Hưng Thị Trần, 800596",Huyết áp cao,7.04,Tùng Bảo Hoàng,30/01/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Phương Trí Nguyễn,820130924953,21/09/1999,0923590871,dangjohn@example.org,"9 Mai Phạm, 232315",Khỏe mạnh,8.33,Hồng Trần,10/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Yến Dương,109192509107,17/09/1941,0999326560,buijane@example.com,"9 Quý cô Vi Bùi, 690016",Huyết áp cao,7.74,Hạnh Mai,26/04/2026
620f230b-439e-454c-a930-16eae0bda1ee,Hải Dương,125781437974,19/06/1955,0917048252,janedang@example.net,"3 Linh Trần, 957091",Huyết áp cao,5.22,Khoa Vũ,21/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Phúc Trần,614760789844,12/11/1991,0971875687,wpham@example.net,"678 Nhật Mai
Nhật Mai, 918430",Khỏe mạnh,3.79,Lan Phạm,25/04/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Chị Thảo Bùi,857053460756,18/05/2002,0990123076,jane88@example.org,"0 Vân Dương, 715388",Khỏe mạnh,5.29,Quang Xuân Vũ,09/04/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,Ông Nhiên Bùi,948497466141,15/04/1992,0937695708,vle@example.com,"0 Bà Mai Phạm, 737894",Tim mạch,6.07,Anh Bùi,28/04/2026
4082fcda-7580-44e9-9945-0186da018d29,Ông Nhiên Nguyễn,381902727939,15/07/1995,0925268644,phamjane@example.org,"9 Lâm Trần, 389913",Huyết áp cao,7.82,Anh Đức Vũ,25/01/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Lan Dương,150889509147,09/11/1964,0921522244,janele@example.com,"60 Nhật Trí Dương, 414777",Tim mạch,8.66,Chị Hạnh Trần,03/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Bảo Trần,444806483595,02/08/1951,0999984395,hoangjohn@example.com,"17 Yến Hoàng, 412848",Tiểu đường,4.82,An Trí Lê,10/05/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,An Phú Lê,767903530351,22/03/1992,0983941313,buijane@example.net,"743 Nhật Mai, 550268",Tim mạch,7.1,Kim Mai Bảo Bùi,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Tùng Dương,620706958933,11/08/1990,0973520321,johnbui@example.com,"5 Anh Văn Phạm
JaneQuận, 168458",Khỏe mạnh,9.68,Thảo Vũ,01/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Phúc Hoàng,747488560464,30/01/2008,0913640753,ttran@example.com,"332 Hồng Vũ
Hồng Vũ, 771425",Tim mạch,7.49,Tùng Hoàng,07/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Thành Hải Bùi,765682789623,13/10/1965,0967932234,lhoang@example.org,"046 Quý cô Thảo Mai
JohnXã, 853681",Tiểu đường,9.16,Hạnh Trần,13/04/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Thành Trần,225296488371,27/06/1961,0918104780,johnduong@example.com,"7 Phúc Văn Bùi, 801520",Tiểu đường,6.37,Anh Vũ Mai,10/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Anh Nguyễn,063890131785,02/04/1969,0943110223,jane92@example.com,"11 Bà Khoa Mai, 752011",Khỏe mạnh,9.71,Vũ Đặng,17/04/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Ông Khoa Trần,804039526338,02/10/1993,0904266566,johnmai@example.net,"697 Hạnh Phạm
JohnPhường, 979269",Khỏe mạnh,10.87,Quý cô Nhật Trần,27/04/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Trung Thị Lê,341499860036,03/04/1973,0942796681,nguyenjohn@example.com,"890 Nhiên Mai, 887931",Tiểu đường,9.26,Bác Quang Đặng,08/05/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Vũ Hữu Dương,170342440091,15/11/1968,0952514497,janehoang@example.com,"0 Tú Vũ, 749137",Tim mạch,7.42,Minh Mai,28/01/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Phúc Đức Trần,641235277893,05/08/1959,0981162482,john64@example.net,"Cô Xuân Hoàng, 878579",Tiểu đường,4.76,Hà Đức Hoàng,26/01/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Bác Trọng Vũ,515161423982,08/09/1987,0973603191,lejane@example.net,"79 Nhiên Tấn Hoàng, 919023",Huyết áp cao,8.52,Chị Nhật Lê,14/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Phương Hoàng,738350309009,12/11/2006,0928030945,john27@example.com,"JohnQuận
8 Trọng Mai, 846454",Tim mạch,9.99,Chị Mai Hoàng,04/04/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Bà Phương Đặng,118872898894,17/01/1986,0919604655,tranjohn@example.com,"8 Bà Xuân MaiBà Xuân Mai, 155642",Huyết áp cao,8.02,Mai Vũ,09/04/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Quý cô Lâm Lê,302569701601,10/10/1985,0934121914,gduong@example.net,"8 Tùng Xuân Bùi, 506380",Khỏe mạnh,11.89,Hải Tấn Mai,08/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Dũng Nguyễn,050790448383,06/04/1975,0949447757,fhoang@example.com,"281 Dương Trần
JaneQuận, 268746",Tim mạch,6.55,Nam Đặng,03/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Hạnh Đức Phạm,749169805978,28/11/1996,0929212909,mbui@example.net,"3 Cô Kim Hoàng, 466375",Huyết áp cao,11.4,Chị Dương Đặng,13/02/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Anh Thế Dương,436949250881,23/11/1967,0964888013,nguyenjane@example.com,"48 Tú Trí Lê
Tú Trí Lê, 410833",Tim mạch,8.69,Bà Vân Trần,05/05/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Nhật Đặng,563932691837,30/09/1950,0908819547,dbui@example.com,"1 An Bùi, 176806",Tim mạch,4.17,Lan Vũ,15/03/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Quang Vũ,852334307099,16/04/1968,0919114215,duongjane@example.org,"0 Bà Khoa Bùi, 925115",Tiểu đường,10.61,Trọng Trần,06/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Quý ông Hưng Phạm,750718210313,21/04/1974,0923204168,vujohn@example.net,"50 Bà Nhật Đặng, 320256",Tiểu đường,5.67,Trung Bảo Mai,19/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Hải Quang Lê,872202911957,06/08/1948,0995508971,mpham@example.com,"1 Quý cô Lâm Phạm
JaneHuyện, 234443",Tim mạch,10.57,Cô Thảo Hoàng,10/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Cô Hạnh Nguyễn,675770915680,26/06/1946,0965918290,jane15@example.com,"6 Quý ông Quang Lê
Quý ông Quang Lê, 566991",Tim mạch,5.01,Khoa Mai Bảo Mai,15/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Châu Đặng,060697708010,12/09/1949,0944104395,dangjane@example.net,"3 Quang Đức Vũ
Quang Đức Vũ, 909652",Huyết áp cao,3.62,Hoàng Dương,07/03/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Phương Mai Bảo Nguyễn,680023995575,06/04/1997,0945522270,bdang@example.org,"7 Anh Thành Trần
Anh Thành Trần, 377198",Tiểu đường,6.74,Quang Thị Phạm,09/03/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Phương Nguyễn,180417394681,23/11/1942,0920039953,gnguyen@example.net,"91 Hạnh Dương, 610511",Tiểu đường,3.9,Ông Minh Lê,27/02/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Bà Hạnh Hoàng,631283964926,01/01/1949,0910652455,oduong@example.net,"7 Quý cô Hương Dương
JohnQuận, 145240",Khỏe mạnh,8.02,Chị Bảo Mai,06/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Thành Hoàng,486461025448,24/04/2005,0947798872,john13@example.com,"23 Nam Mai
Nam Mai, 818894",Khỏe mạnh,8.1,Bảo Quang Phạm,19/02/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Bà An Vũ,020145526936,05/02/1970,0907660521,epham@example.org,"8 Phúc Đức Mai, 655552",Tiểu đường,3.56,Lâm Mai Bảo Bùi,15/02/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Nhật Văn Hoàng,383666106390,09/12/1953,0987306755,john69@example.net,"30 Kim Đặng, 943356",Huyết áp cao,8.36,Huy Phú Trần,21/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Hưng Mai,594566786742,23/06/1955,0902481440,janepham@example.org,"588 Quý cô Ánh Vũ
JanePhường, 244775",Tim mạch,10.31,Nhật Phạm,28/02/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Vũ Phú Phạm,119977584839,27/10/1993,0920969384,hoangjane@example.com,"796 Nhật Mai Mai, 139589",Tim mạch,8.65,Kim Thế Hoàng,08/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Bác Tùng Lê,513517556338,14/06/1997,0952076616,jane44@example.com,"2 Bác Thành Dương, 917546",Tiểu đường,5.1,Thành Hữu Bùi,18/03/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Hạnh Mai Mai,052534825789,16/02/1956,0948061791,fle@example.net,"JaneXã
26 Duyên Phạm, 456480",Tiểu đường,3.8,Phương Vũ,25/04/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Ông Thành Hoàng,921175927936,27/07/1991,0964133948,duongjohn@example.net,"633 Hà Hoàng Trần
Hà Hoàng Trần, 197527",Huyết áp cao,3.59,Hải Tấn Trần,14/03/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Chị Linh Dương,989186771260,15/10/1971,0968370398,hoangjohn@example.net,"952 Thảo Đặng, 144316",Tiểu đường,6.05,Bác Trọng Đặng,06/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Quý cô Bảo Trần,012330006157,22/03/2007,0937008446,jane09@example.net,"80 Tùng Quang Vũ, 643377",Huyết áp cao,8.28,Bác Nam Nguyễn,30/03/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Cô Bảo Dương,858937920471,28/05/1975,0955677545,john27@example.net,"63 Lâm Hoàng
Lâm Hoàng, 288627",Khỏe mạnh,7.18,Chị Hà Vũ,16/04/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Hải Hữu Lê,470230886550,20/11/1969,0904351371,buijohn@example.com,"44 Lâm Trí Mai, 599687",Tiểu đường,3.62,Nhật Đặng,04/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Cô Hồng Nguyễn,917738978154,02/06/1965,0990014192,buijane@example.org,"55 Chi Bùi, 762398",Tim mạch,7.09,Chị Hải Đặng,25/02/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Cô Thành Vũ,095800830046,11/06/1960,0974786626,maijohn@example.org,"59 Anh Trung Nguyễn, 346024",Huyết áp cao,4.41,Vũ Phạm,22/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Bác Thành Nguyễn,204601115860,11/08/1973,0939787818,maijohn@example.org,"33 Trung Văn Đặng
Trung Văn Đặng, 795781",Tim mạch,9.64,Dũng Mai Bảo Dương,08/05/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Hà Phú Vũ,380444966393,28/06/1978,0902690331,jane53@example.org,"78 Nhật Thị Bùi, 372427",Tiểu đường,7.53,Bà An Nguyễn,10/03/2026
5808d790-22e4-4628-9913-057dc21f84fc,Bác Phúc Nguyễn,671762752899,19/12/1935,0904794301,maijohn@example.org,"3 Cô Hạnh Phạm, 362035",Huyết áp cao,7.39,Quý cô Kim Phạm,04/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Bảo Hoàng,116694427678,28/05/1994,0957697224,duongjohn@example.com,"7 Huy Tấn Lê
Huy Tấn Lê, 152042",Khỏe mạnh,7.49,Lan Trần,06/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Khoa Mai Trần,983134404837,11/05/1946,0906876958,johnbui@example.org,"70 Bác Minh Phạm
Bác Minh Phạm, 669578",Khỏe mạnh,7.41,Anh Trung Vũ,18/04/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Linh Trần,418458924481,27/05/1953,0982078191,lejohn@example.org,"Bảo Thị HoàngBảo Thị Hoàng, 413328",Khỏe mạnh,4.98,Bà Xuân Nguyễn,24/04/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Nhật Văn Trần,987402111077,08/05/1993,0902656163,dangjohn@example.com,"JohnHuyện
271 Quang Văn Hoàng, 472787",Huyết áp cao,6.88,Cô Bảo Dương,31/01/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Trọng Hữu Trần,588291382943,04/09/1985,0905552114,johnbui@example.org,"7 Khoa Vũ, 971733",Huyết áp cao,9.74,Cô Phương Lê,28/02/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Huy Hoàng Lê,694823661059,01/12/1988,0984335413,johnpham@example.org,"8 Cô Ánh Đặng
Cô Ánh Đặng, 772036",Huyết áp cao,6.73,Tú Đức Mai,28/03/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Ngọc Nguyễn,395511665803,16/10/1970,0921727149,john81@example.org,"539 Vũ Phú Hoàng, 939930",Khỏe mạnh,10.42,Linh Mai,08/04/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Nhật Bảo Phạm,185020848397,06/10/1954,0944253412,johnpham@example.com,"386 Ông Quang Bùi, 704570",Huyết áp cao,11.08,Bảo Bảo Trần,22/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Hà Đức Nguyễn,126227905201,29/03/2001,0993910839,jvu@example.com,"8 Quý ông Quang Đặng, 516379",Huyết áp cao,9.91,Yến Nguyễn,09/05/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Khoa Quang Vũ,409629573450,22/03/2007,0937977659,duongjohn@example.com,"075 Hà Hoàng
JohnQuận, 368691",Khỏe mạnh,10.4,Vũ Hoàng,22/02/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Châu Hữu Nguyễn,273158232720,21/08/1995,0930492158,johnpham@example.org,"055 Bà Ngọc Trần, 419588",Tim mạch,8.95,Linh Mai,16/03/2026
388629ff-b2a0-4778-809d-644453ab3cce,Quý cô Lan Bùi,361704075230,31/03/2006,0986984245,jane46@example.org,"517 Phương Hoàng Nguyễn, 236708",Tiểu đường,10.91,Quý cô Phương Phạm,05/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Minh Đức Phạm,191731030396,24/01/1992,0940456034,john83@example.net,"59 Quý ông Vũ Dương
JaneXã, 252901",Tiểu đường,6.09,Ông Quang Phạm,31/03/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Kim Phú Vũ,571692063565,06/02/1953,0920642005,janetran@example.com,"77 Cô Hải Mai, 606489",Khỏe mạnh,5.59,Cô Kim Hoàng,29/04/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Kim Nguyễn,198950409946,20/12/1992,0902529097,john45@example.org,"5 Bà Hà Nguyễn, 633243",Tim mạch,6.2,Thành Dương,24/04/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Chị Linh Phạm,117826680648,08/09/2002,0985108065,tranjohn@example.net,"5 Trung Xuân Lê
JohnPhường, 370196",Tim mạch,7.6,An Đức Phạm,20/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Mai Vũ,053586502538,16/05/1973,0901030277,gnguyen@example.net,"5 Nam Hữu Hoàng
Nam Hữu Hoàng, 424008",Huyết áp cao,3.69,Quý cô Bảo Hoàng,01/05/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Khoa Dương,369176308452,24/08/1996,0986380799,eduong@example.net,"42 Hạnh Trần, 694587",Khỏe mạnh,5.21,Chị Mai Nguyễn,17/02/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Chị Ngọc Phạm,777480601536,27/03/1971,0969998272,lejane@example.com,"63 Anh Mai Bảo Hoàng, 440677",Tiểu đường,8.77,Anh Huy Bùi,12/04/2026
61603399-d307-4198-bc3e-b4029ba14c35,Vân Mai,849483470027,04/05/1943,0959068344,jane30@example.com,"6 Ông Huy Vũ, 911259",Huyết áp cao,4.53,Bảo Lê,25/02/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Ánh Bùi,507782069974,17/12/1941,0975837930,bvu@example.net,"279 Vũ Thế Bùi, 780081",Khỏe mạnh,9.78,Cô Hà Trần,03/04/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Quang Dương,326244491156,15/07/1975,0929284691,whoang@example.org,"220 Cô Nhật Bùi
JanePhường, 289473",Khỏe mạnh,6.15,Bảo Phạm,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Vân Phạm,900616944421,29/09/1979,0936220744,ahoang@example.com,"71 Quang Tấn Dương, 157738",Huyết áp cao,9.46,Hưng Trí Nguyễn,29/03/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,Xuân Trần,167427155102,18/10/1965,0998952145,dangjane@example.net,"95 Thảo Lê, 960109",Khỏe mạnh,9.09,Kim Mai,09/01/2026
